Degree,Major,Skills,Certifications,GPA,Internship_Experience,Number_of_Projects,Job_Role
M.Tech,Computer Science,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",Cisco,8.8,2.0,2,Data Scientist
B.Tech,Computer Science,"AWS, Docker, Git, Kubernetes, Linux",Azure,7.86,1.0,3,DevOps Engineer
B.Tech,Information Technology,"Azure, C++, Deep Learning, Machine Learning, Python, SQL, TensorFlow",AWS,8.21,2.0,6,Data Scientist
B.Tech,Electronics,"C++, Git, Java, JavaScript, Kubernetes, Python",None,7.67,1.0,1,Software Developer
M.Tech,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux",,8.26,2.0,2,Cloud Engineer
B.Tech,Information Technology,"AWS, Deep Learning, Machine Learning, Python, React, SQL",None,8.25,2.0,7,Data Scientist
BCA,Electronics,"C++, Deep Learning, Git, Java, JavaScript, Python",None,7.32,0.0,4,Software Developer
B.Tech,Information Technology,"Git, Java, Machine Learning, MongoDB, Node.js, SQL",None,7.88,1.0,3,Backend Developer
B.Tech,Computer Science,"C++, Java, JavaScript, SQL",Azure,7.4,0.0,4,Software Developer
BCA,Computer Science,"Git, JavaScript, Python, SQL",None,8.66,0.0,4,Software Developer
M.Tech,Electronics,"Machine Learning, Python, SQL, TensorFlow",None,8.14,3.0,3,Data Scientist
B.Tech,Information Technology,"Deep Learning, Git, Java, JavaScript, MongoDB, Node.js, Python, SQL",Azure,8.41,3.0,3,Backend Developer
B.Tech,Data Science,"Azure, Docker, Linux",Azure,7.89,3.0,3,Cloud Engineer
B.Sc,Computer Science,"Git, Java, Node.js, Python, SQL",AWS,7.73,1.0,2,Backend Developer
B.Tech,Information Technology,"AWS, Docker, Git, Kubernetes, Linux, TensorFlow",AWS,7.53,2.0,4,DevOps Engineer
B.Tech,Computer Science,"Git, Java, Linux, MongoDB, Node.js, SQL, TensorFlow",,7.69,1.0,1,Backend Developer
B.Tech,Computer Science,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",Google Cloud,,2.0,5,Data Scientist
B.Tech,Electronics,"Git, Java, Node.js, Python, SQL",None,6.65,1.0,1,Backend Developer
B.Tech,Data Science,"Git, JavaScript, PHP, React",None,6.79,0.0,4,Frontend Developer
B.E,Computer Science,"AWS, Azure, Docker, Git, JavaScript, Kubernetes, Linux, Python",Cisco,7.34,3.0,3,DevOps Engineer
M.Tech,Data Science,"AWS, Deep Learning, Machine Learning, Python, TensorFlow",None,9.14,3.0,5,AI Engineer
BCA,Data Science,"JavaScript, Machine Learning, PHP, Python, SQL, TensorFlow",Google Cloud,7.82,1.0,2,Data Scientist
B.Tech,Computer Science,"Kubernetes, Linux",Azure,8.24,0.0,2,Cloud Engineer
B.Tech,Information Technology,"AWS, Azure, Docker, Kubernetes",Google Cloud,8.45,0.0,4,Cloud Engineer
BCA,Computer Science,"JavaScript, React",None,7.1,1.0,3,Frontend Developer
B.E,Electronics,"Azure, Docker, Git, Kubernetes, Linux, Python, SQL",Azure,8.29,0.0,2,DevOps Engineer
MCA,Computer Science,"Docker, Git, Java, Kubernetes, Linux, Python, SQL",PMP,8.82,1.0,2,DevOps Engineer
BCA,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux, Python",AWS,8.1,2.0,3,DevOps Engineer
B.Tech,Computer Science,"AWS, Git, JavaScript, Kubernetes, Python, SQL",None,6.38,0.0,5,Software Developer
B.Tech,Data Science,"Deep Learning, Linux, Machine Learning, PHP, Python, TensorFlow",AWS,8.03,1.0,4,AI Engineer
B.Tech,Information Technology,"Java, MongoDB, Node.js, Python, SQL",Azure,6.71,2.0,4,Backend Developer
M.Tech,Information Technology,"Deep Learning, Linux, Machine Learning, Python, React, SQL, TensorFlow",Google Cloud,8.0,2.0,5,Data Scientist
B.Tech,Information Technology,"Azure, Git, JavaScript, Node.js, Python, SQL",None,7.61,1.0,2,Backend Developer
M.Tech,Computer Science,"C++, Deep Learning, Machine Learning, Python, TensorFlow",None,7.88,3.0,4,AI Engineer
M.Tech,Information Technology,"Deep Learning, Machine Learning, Node.js, Python, SQL, TensorFlow",None,8.48,1.0,3,Data Scientist
B.E,Computer Science,"AWS, Azure, Kubernetes",Google Cloud,8.6,1.0,3,Cloud Engineer
M.Tech,Computer Science,"Azure, Docker, Git, Kubernetes, Linux, Python",AWS,7.73,1.0,3,DevOps Engineer
MCA,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, React",PMP,8.33,2.0,4,DevOps Engineer
B.Tech,Computer Science,"AWS, Docker, Git, Kubernetes, Linux, Node.js, React",Azure,8.42,3.0,2,DevOps Engineer
M.Tech,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, TensorFlow",None,7.5,1.0,1,Cloud Engineer
M.Tech,Information Technology,"Git, JavaScript, Machine Learning, Node.js, PHP",Google Cloud,7.07,1.0,6,Frontend Developer
B.Sc,Computer Science,"AWS, C++, Git, JavaScript, Python, React",,,2.0,4,Software Developer
B.Sc,Data Science,"Deep Learning, Git, MongoDB, Node.js, SQL",None,7.4,2.0,2,Backend Developer
MCA,Data Science,"Java, Python, SQL",None,6.59,2.0,3,Backend Developer
BCA,Computer Science,"Git, JavaScript, MongoDB, Node.js",None,7.41,1.0,7,Frontend Developer
B.E,Data Science,"C++, Git, JavaScript, MongoDB, SQL",PMP,6.79,,1,Backend Developer
M.Tech,Data Science,"Docker, Git, JavaScript, Linux",AWS,7.17,1.0,2,DevOps Engineer
M.Tech,Computer Science,"C++, Deep Learning, Machine Learning, Python, TensorFlow",PMP,8.65,3.0,2,AI Engineer
M.Tech,Computer Science,"AWS, Azure, Docker, Git, JavaScript, Kubernetes, Linux, Python",Google Cloud,8.96,2.0,3,DevOps Engineer
MBA,Information Technology,"AWS, Kubernetes, Machine Learning, Python, SQL",AWS,7.86,3.0,4,Data Scientist
B.Tech,Computer Science,"AWS, Docker, Linux, React",Google Cloud,6.75,1.0,4,Cloud Engineer
MCA,Computer Science,"Docker, Git, Kubernetes, Linux, PHP",Cisco,7.97,2.0,2,DevOps Engineer
B.Tech,Information Technology,"Azure, C++, Docker, Kubernetes, Linux, Python, SQL",AWS,8.12,2.0,4,DevOps Engineer
B.Tech,Computer Science,"AWS, Java, MongoDB, Python",None,8.0,3.0,1,Backend Developer
MCA,Information Technology,"Machine Learning, Python, TensorFlow",PMP,8.4,2.0,4,Data Scientist
B.Tech,Computer Science,"Deep Learning, Java, Node.js, Python, SQL",Azure,7.21,1.0,2,Backend Developer
M.Tech,Information Technology,"AWS, Azure, C++, Docker, Git, Linux",AWS,8.92,3.0,1,Cloud Engineer
BCA,Electronics,"AWS, Deep Learning, Docker, Git, Kubernetes, Linux, Python",Cisco,7.01,2.0,3,DevOps Engineer
MCA,Information Technology,"AWS, Deep Learning, Docker, Machine Learning, Python, SQL, TensorFlow",AWS,6.97,,4,Data Scientist
B.Tech,Data Science,"AWS, Azure, Docker, Kubernetes, Linux, MongoDB",AWS,7.81,2.0,2,Cloud Engineer
MCA,Computer Science,"Deep Learning, Git, Java, Python, SQL",,7.94,3.0,2,Backend Developer
B.Tech,Computer Science,"C++, Deep Learning, Machine Learning, Python, TensorFlow",Google Cloud,8.18,2.0,3,AI Engineer
B.E,Computer Science,"AWS, Azure, C++, Linux, React",Azure,7.83,0.0,4,Cloud Engineer
MBA,Information Technology,"Deep Learning, Docker, Machine Learning, Python, SQL, TensorFlow",Azure,8.14,2.0,1,Data Scientist
B.Tech,Computer Science,"Azure, C++, Git, Java, Node.js, Python, SQL",Google Cloud,6.93,1.0,2,Backend Developer
MCA,Computer Science,"AWS, Azure, Kubernetes, Linux",Azure,8.72,1.0,2,Cloud Engineer
B.Tech,Computer Science,"JavaScript, Machine Learning, Python, SQL",,9.21,2.0,7,Data Scientist
M.Tech,Computer Science,"Deep Learning, JavaScript, Machine Learning, Python, React, TensorFlow",AWS,8.33,3.0,4,AI Engineer
B.E,Data Science,"Azure, Git, Java, MongoDB, SQL",Azure,6.65,2.0,3,Backend Developer
M.Tech,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python",Cisco,7.23,3.0,1,DevOps Engineer
B.Tech,Information Technology,"JavaScript, Node.js, React",PMP,8.24,1.0,8,Frontend Developer
B.Tech,Data Science,"Git, Java, JavaScript, MongoDB, Python, SQL",AWS,6.75,0.0,3,Backend Developer
B.E,Computer Science,"C++, Git, Java, SQL",AWS,,3.0,1,Software Developer
M.Tech,Computer Science,"AWS, Azure, Java, Kubernetes, Linux, Machine Learning",Azure,7.55,,4,Cloud Engineer
M.Tech,Data Science,"AWS, Azure, Docker, Kubernetes, Linux",Azure,7.62,,2,Cloud Engineer
M.Tech,Data Science,"Java, MongoDB, Node.js, SQL",Azure,,2.0,2,Backend Developer
M.Tech,Computer Science,"Azure, Docker, Git, Kubernetes, Linux, Python",Google Cloud,7.83,1.0,2,DevOps Engineer
B.Tech,Electronics,"Azure, Docker, Git, Kubernetes, Linux, Machine Learning, Python",AWS,7.7,2.0,2,DevOps Engineer
BCA,Information Technology,"C++, Deep Learning, Git, Java",None,7.45,2.0,1,Software Developer
B.Sc,Computer Science,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",AWS,8.08,3.0,5,Data Scientist
M.Tech,Electronics,"C++, Deep Learning, Linux, Node.js, Python",Azure,8.3,2.0,5,AI Engineer
BCA,Computer Science,"Docker, Kubernetes, Machine Learning, Python, SQL",AWS,8.81,3.0,5,Data Scientist
B.Tech,Data Science,"AWS, Azure, Docker, Git, Python, TensorFlow",Google Cloud,7.79,1.0,2,DevOps Engineer
B.Tech,Electronics,"Git, Java, MongoDB, Node.js, Python, SQL",Azure,8.47,1.0,2,Backend Developer
MCA,Computer Science,"AWS, Deep Learning, Docker, Git, Kubernetes, Linux, Python",None,7.43,2.0,1,DevOps Engineer
MCA,Information Technology,"Git, Java, Node.js, Python, SQL",AWS,6.83,0.0,3,Backend Developer
B.Tech,Information Technology,"AWS, Git, Java, JavaScript, Python, SQL",None,6.57,0.0,1,Software Developer
B.Tech,Data Science,"Azure, Deep Learning, Machine Learning, Python, SQL",None,9.21,2.0,6,Data Scientist
BCA,Information Technology,"AWS, Docker, Git, Kubernetes, Linux, Python",Azure,7.7,1.0,3,DevOps Engineer
B.Sc,Information Technology,"AWS, Azure, Docker, Kubernetes, Linux, React",Azure,8.08,1.0,3,Cloud Engineer
B.Sc,Data Science,"AWS, Deep Learning, Kubernetes, Machine Learning, Python, SQL, TensorFlow",AWS,6.79,3.0,2,Data Scientist
MCA,Computer Science,"AWS, Deep Learning, Machine Learning, MongoDB, Python, TensorFlow",Google Cloud,7.74,2.0,3,Data Scientist
B.Tech,Data Science,"AWS, Deep Learning, Linux, Machine Learning, Python, SQL, TensorFlow",None,8.33,1.0,6,Data Scientist
B.E,Information Technology,"C++, Git, Java, JavaScript, Python, SQL, TensorFlow",None,8.42,1.0,2,Software Developer
B.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux",AWS,7.79,1.0,4,Cloud Engineer
B.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes",Cisco,6.97,2.0,2,Cloud Engineer
M.Tech,Data Science,"Azure, Docker, Git, Linux, Machine Learning, Node.js, Python",PMP,7.22,0.0,3,DevOps Engineer
B.Tech,Computer Science,"AWS, Azure, Docker, Linux",Google Cloud,7.83,2.0,1,Cloud Engineer
M.Tech,Computer Science,"AWS, Azure, Kubernetes, Linux, TensorFlow",Google Cloud,7.79,1.0,3,Cloud Engineer
BCA,Computer Science,"C++, Deep Learning, Git, Java, JavaScript, Linux, SQL",Google Cloud,7.26,2.0,4,Software Developer
M.Tech,Electronics,"Git, JavaScript, Kubernetes, MongoDB, Node.js, SQL",AWS,6.11,3.0,2,Backend Developer
M.Tech,Information Technology,"C++, Deep Learning, Java, Machine Learning, Python, TensorFlow",AWS,7.79,3.0,1,AI Engineer
B.Tech,Information Technology,"Git, Java, Machine Learning, MongoDB, Python, SQL",None,7.34,1.0,1,Backend Developer
M.Tech,Computer Science,"C++, Deep Learning, Docker, JavaScript, Machine Learning, Python, TensorFlow",None,8.1,2.0,5,AI Engineer
M.Tech,Computer Science,"Git, Java, Kubernetes, MongoDB, Python, SQL",Google Cloud,7.24,1.0,3,Backend Developer
B.Tech,Information Technology,"Deep Learning, Machine Learning, MongoDB, Python, TensorFlow",Google Cloud,9.39,2.0,9,AI Engineer
B.Tech,Electronics,"AWS, Docker, Linux",Google Cloud,9.66,1.0,2,Cloud Engineer
BCA,Information Technology,"Git, Java, JavaScript, Linux, Node.js",AWS,8.53,1.0,2,Frontend Developer
B.Tech,Computer Science,"AWS, Azure, Deep Learning, Kubernetes, Linux, Python",Azure,7.84,2.0,4,DevOps Engineer
BCA,Computer Science,"Git, JavaScript, Kubernetes, MongoDB, Node.js, React",Google Cloud,6.89,1.0,2,Frontend Developer
B.Tech,Computer Science,"C++, Docker, Git, Python, SQL",AWS,5.18,3.0,4,Software Developer
BCA,Data Science,"Git, JavaScript, Kubernetes, Node.js, React, TensorFlow",None,8.35,2.0,4,Frontend Developer
B.Tech,Computer Science,"C++, Deep Learning, Machine Learning, Python, React, TensorFlow",None,6.84,3.0,3,AI Engineer
M.Tech,Electronics,"AWS, Machine Learning, Node.js, Python, React",PMP,7.75,3.0,1,Data Scientist
B.E,Information Technology,"AWS, Azure, Git, Kubernetes, Linux, Machine Learning",AWS,9.27,1.0,3,Cloud Engineer
MCA,Computer Science,"Java, JavaScript, Python",None,6.24,1.0,1,Software Developer
BCA,Computer Science,"Git, JavaScript, MongoDB, PHP",None,6.44,2.0,1,Frontend Developer
B.E,Computer Science,"Azure, Machine Learning, Python, SQL, TensorFlow",Azure,8.66,1.0,7,Data Scientist
BCA,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, MongoDB, React",Azure,7.32,2.0,3,DevOps Engineer
B.Tech,Data Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python",Azure,7.59,3.0,2,DevOps Engineer
M.Tech,Computer Science,"AWS, Deep Learning, Linux, Machine Learning, Python, TensorFlow",AWS,8.69,1.0,9,AI Engineer
B.Tech,Computer Science,"Java, JavaScript, Python, SQL",None,8.82,1.0,1,Software Developer
M.Tech,Computer Science,"C++, Deep Learning, Docker, Machine Learning, Python, TensorFlow",PMP,7.52,2.0,3,AI Engineer
B.Sc,Data Science,"Git, Python",Google Cloud,8.62,1.0,1,Software Developer
B.Tech,Data Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, Machine Learning, Python",AWS,,2.0,2,DevOps Engineer
MCA,Computer Science,"AWS, Azure, Docker, Java, Kubernetes, Linux",Google Cloud,7.57,2.0,1,Cloud Engineer
BCA,Electronics,"Git, Java, MongoDB, Python",,8.37,3.0,4,Backend Developer
B.Tech,Data Science,"AWS, Docker, Git, Kubernetes, Python",Azure,,1.0,1,DevOps Engineer
B.Tech,Data Science,"AWS, Deep Learning, Machine Learning, Python, SQL",Azure,8.39,1.0,8,Data Scientist
M.Tech,Information Technology,"AWS, Azure, Deep Learning, Python, TensorFlow",AWS,8.21,2.0,1,Data Scientist
B.Tech,Information Technology,"AWS, Azure, C++, Docker, Kubernetes, Linux",AWS,7.48,2.0,3,Cloud Engineer
B.Sc,Data Science,"C++, Deep Learning, JavaScript, Machine Learning, Node.js, TensorFlow",None,8.82,2.0,5,AI Engineer
BCA,Information Technology,"AWS, Azure, Deep Learning, Docker, Git, Kubernetes, Linux, Python",Azure,7.97,0.0,2,DevOps Engineer
MCA,Computer Science,"Git, Java, MongoDB, Node.js, SQL",AWS,7.82,2.0,2,Backend Developer
B.Tech,Computer Science,"C++, Git, Java, Python, TensorFlow",None,7.56,1.0,5,Software Developer
B.Tech,Information Technology,"Azure, C++, Git, JavaScript, React",Cisco,7.84,0.0,6,Frontend Developer
M.Tech,Computer Science,"AWS, C++, Deep Learning, Machine Learning, Python, TensorFlow",AWS,7.96,2.0,3,AI Engineer
MCA,Information Technology,"C++, Deep Learning, Kubernetes, Machine Learning, PHP, Python, TensorFlow",Azure,7.83,3.0,5,AI Engineer
B.Tech,Information Technology,"AWS, Azure, Docker, Kubernetes, Linux, Python",AWS,8.12,0.0,2,DevOps Engineer
B.Tech,Data Science,"Deep Learning, Machine Learning, Python, TensorFlow",Azure,9.0,1.0,7,AI Engineer
MCA,Electronics,"AWS, Azure, Docker, Linux",Cisco,7.52,1.0,2,Cloud Engineer
MCA,Data Science,"Git, JavaScript, React",None,7.42,1.0,2,Frontend Developer
M.Tech,Information Technology,"C++, Deep Learning, Git, Java, Python",None,6.9,3.0,3,Software Developer
M.Tech,Information Technology,"Azure, C++, Deep Learning, MongoDB, Python",AWS,8.87,3.0,7,AI Engineer
B.Tech,Computer Science,"AWS, Docker, SQL, TensorFlow",AWS,7.67,1.0,3,Cloud Engineer
BCA,Data Science,"AWS, Azure, Kubernetes",Azure,7.34,2.0,2,Cloud Engineer
B.Sc,Computer Science,"Machine Learning, Python, SQL, TensorFlow",AWS,8.39,1.0,1,Data Scientist
B.Tech,Electronics,"Git, JavaScript, React",Google Cloud,7.33,1.0,6,Frontend Developer
BCA,Computer Science,"Git, JavaScript, Machine Learning, React",Google Cloud,6.48,1.0,4,Frontend Developer
B.Tech,Computer Science,"AWS, Azure, Docker, Java, Kubernetes, Linux, Node.js",Azure,7.97,2.0,2,Cloud Engineer
B.Tech,Computer Science,"Git, Machine Learning, PHP, Python, TensorFlow",Azure,8.65,2.0,6,Data Scientist
MCA,Information Technology,"AWS, Azure, Kubernetes, Linux",AWS,7.29,0.0,2,Cloud Engineer
B.Tech,Data Science,"C++, Deep Learning, Machine Learning, Python, TensorFlow",PMP,7.51,1.0,5,AI Engineer
B.Sc,Information Technology,"Machine Learning, Node.js, Python, SQL, TensorFlow",,8.62,3.0,5,Data Scientist
B.Tech,Data Science,"AWS, Azure, Docker, Kubernetes, Linux",Google Cloud,8.53,1.0,1,Cloud Engineer
B.E,Computer Science,"Deep Learning, Git, Java, JavaScript, PHP, Python, SQL",AWS,7.92,0.0,1,Software Developer
B.Tech,Information Technology,"Azure, Git, Java, React, SQL",Cisco,7.13,2.0,2,Software Developer
B.Tech,Electronics,"C++, Deep Learning, Kubernetes, Machine Learning, Python, TensorFlow",None,7.46,1.0,6,AI Engineer
B.Tech,Information Technology,"C++, Deep Learning, Linux, Machine Learning, Node.js, Python, TensorFlow",Azure,7.9,2.0,1,AI Engineer
B.E,Computer Science,"C++, Deep Learning, Machine Learning, TensorFlow",,8.72,1.0,1,AI Engineer
BCA,Computer Science,"AWS, Deep Learning, Machine Learning, Python, SQL, TensorFlow",Google Cloud,8.38,3.0,2,Data Scientist
B.Tech,Electronics,"AWS, Docker, Git, Linux, Python",Azure,8.01,1.0,3,DevOps Engineer
B.Tech,Computer Science,"Git, MongoDB, Node.js, SQL",None,8.59,0.0,2,Backend Developer
B.Tech,Information Technology,"Java, Kubernetes, MongoDB, Node.js, SQL",None,8.58,1.0,1,Backend Developer
MCA,Information Technology,"C++, Git, Java, JavaScript, MongoDB, Python",AWS,8.28,,2,Software Developer
BCA,Electronics,"Docker, Linux",AWS,8.66,3.0,4,Cloud Engineer
B.Sc,Information Technology,"AWS, Docker, Git, Kubernetes, Linux, React, TensorFlow",AWS,7.77,,3,DevOps Engineer
MCA,Computer Science,"C++, Deep Learning, JavaScript, Machine Learning, MongoDB, Python, TensorFlow",Google Cloud,7.17,2.0,1,AI Engineer
B.Sc,Electronics,"C++, Deep Learning, Linux, Machine Learning, Python, TensorFlow",Cisco,8.28,3.0,4,AI Engineer
M.Tech,Computer Science,"C++, Linux, Machine Learning, Python, TensorFlow",AWS,8.34,3.0,6,AI Engineer
B.Tech,Data Science,"Git, Java, JavaScript, Python, SQL",None,,0.0,1,Software Developer
BCA,Computer Science,"AWS, Azure, Docker, Git, Linux, Python",Azure,9.04,0.0,1,Cloud Engineer
B.Tech,Electronics,"JavaScript, PHP, React",None,6.95,2.0,2,Frontend Developer
B.E,Electronics,"Git, Java, JavaScript, Linux, Python, SQL",AWS,7.18,3.0,3,Software Developer
B.E,Computer Science,"AWS, JavaScript, PHP, React",None,7.27,2.0,3,Frontend Developer
B.Tech,Computer Science,"AWS, Deep Learning, JavaScript, Machine Learning, MongoDB, Python, SQL",AWS,8.22,2.0,4,Data Scientist
B.Tech,Electronics,"C++, Deep Learning, Docker, Git, Java, JavaScript, Python, SQL",Google Cloud,7.23,0.0,2,Software Developer
B.Tech,Information Technology,"C++, Git, Java, JavaScript, SQL",Cisco,8.48,1.0,2,Software Developer
BCA,Data Science,"Azure, Git, Kubernetes, Linux, Python, React",AWS,8.85,0.0,1,DevOps Engineer
M.Tech,Information Technology,"Deep Learning, Linux, Machine Learning, Python, TensorFlow",PMP,9.01,2.0,4,AI Engineer
B.Sc,Information Technology,"Git, Java, Node.js, Python, SQL",Cisco,8.88,2.0,1,Backend Developer
M.Tech,Computer Science,"Azure, Docker, Git, Kubernetes, Linux",AWS,7.39,2.0,2,DevOps Engineer
B.Tech,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux, PHP",AWS,7.71,2.0,4,DevOps Engineer
B.Tech,Computer Science,"Azure, Deep Learning, TensorFlow",AWS,7.08,1.0,5,Cloud Engineer
M.Tech,Information Technology,"Deep Learning, Linux, Machine Learning, PHP, Python, TensorFlow",Azure,9.2,1.0,3,Data Scientist
BCA,Information Technology,"AWS, Azure, Linux",AWS,8.35,,1,Cloud Engineer
BCA,Computer Science,"Git, JavaScript, Machine Learning, PHP, React, TensorFlow",Cisco,7.02,1.0,7,Frontend Developer
B.Tech,Information Technology,"C++, Git, Java, MongoDB, Node.js, Python, SQL",None,7.49,1.0,3,Backend Developer
BCA,Electronics,"Node.js, PHP, Python, SQL",Google Cloud,8.9,2.0,2,Backend Developer
M.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux, Python, TensorFlow",Azure,8.1,1.0,2,Cloud Engineer
B.E,Information Technology,"Docker, Git, JavaScript, React",AWS,6.64,1.0,4,Frontend Developer
B.Tech,Information Technology,"AWS, Git, JavaScript, PHP, React",None,6.95,1.0,5,Frontend Developer
B.Tech,Electronics,"AWS, Deep Learning, Machine Learning, Python, SQL, TensorFlow",Azure,8.54,1.0,1,Data Scientist
B.E,Information Technology,"C++, Deep Learning, Git, Machine Learning, Python, TensorFlow",None,7.65,3.0,4,Data Scientist
B.Tech,Information Technology,"Azure, C++, Git, Java, Python, SQL",None,8.25,2.0,4,Software Developer
BCA,Data Science,"Azure, Docker, Git, Kubernetes, Linux",AWS,7.08,3.0,2,DevOps Engineer
M.Tech,Data Science,"C++, Deep Learning, Python, TensorFlow",Google Cloud,7.8,1.0,3,AI Engineer
M.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux",AWS,7.01,0.0,1,Cloud Engineer
B.Sc,Data Science,"Git, JavaScript, Kubernetes, Node.js, PHP, Python, React",None,7.85,2.0,2,Frontend Developer
B.Tech,Information Technology,"Git, Java, JavaScript, Node.js, React",None,8.53,2.0,2,Frontend Developer
BCA,Electronics,"C++, Git, Java, JavaScript, MongoDB, Python, React, SQL",None,,2.0,6,Software Developer
M.Tech,Computer Science,"Git, Java, Python",Cisco,7.89,1.0,4,Software Developer
B.Sc,Data Science,"Azure, C++, Git, Java, JavaScript, Python, TensorFlow",None,7.6,1.0,1,Software Developer
B.Sc,Computer Science,"Git, JavaScript, Kubernetes, TensorFlow",PMP,7.53,3.0,3,Frontend Developer
B.Tech,Data Science,"Deep Learning, Machine Learning, Python, TensorFlow",None,6.98,2.0,9,AI Engineer
B.Tech,Information Technology,"AWS, Azure, Docker, Kubernetes, Linux, Python, SQL",Azure,7.84,0.0,4,Cloud Engineer
B.Sc,Computer Science,"C++, Docker, JavaScript, Node.js, React",Cisco,6.63,3.0,4,Frontend Developer
M.Tech,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Python, React",Google Cloud,8.44,2.0,2,DevOps Engineer
MBA,Information Technology,"AWS, C++, Deep Learning, Machine Learning, Python, SQL, TensorFlow",AWS,7.87,2.0,4,Data Scientist
B.Tech,Computer Science,"C++, Deep Learning, Machine Learning, Python, SQL, TensorFlow",AWS,8.55,1.0,4,AI Engineer
B.Sc,Computer Science,"JavaScript, PHP",AWS,8.45,1.0,2,Frontend Developer
BCA,Computer Science,"AWS, Java, MongoDB, Node.js, Python, SQL",Azure,7.71,0.0,4,Backend Developer
BCA,Computer Science,"Git, JavaScript, Node.js, React",Azure,7.18,1.0,4,Frontend Developer
MCA,Electronics,"Git, JavaScript, PHP, React",AWS,7.54,1.0,5,Frontend Developer
MCA,Information Technology,"Git, JavaScript, React",None,8.47,2.0,3,Frontend Developer
BCA,Computer Science,"JavaScript, Kubernetes, PHP, Python, React",,6.3,2.0,4,Frontend Developer
B.Tech,Computer Science,"AWS, Deep Learning, Machine Learning, Node.js, Python, TensorFlow",None,7.67,2.0,2,Data Scientist
B.Tech,Computer Science,"AWS, Azure, JavaScript, Linux, Python",AWS,9.4,1.0,4,Cloud Engineer
MCA,Electronics,"Docker, Git, Java, MongoDB, Node.js, Python, SQL, TensorFlow",None,6.81,1.0,2,Backend Developer
B.Sc,Computer Science,"Git, Java, Kubernetes, MongoDB, React, SQL",Azure,7.45,2.0,2,Backend Developer
B.Tech,Information Technology,"Java, MongoDB, Python, SQL",None,7.22,3.0,3,Backend Developer
M.Tech,Data Science,"C++, Deep Learning, Git, Linux, Machine Learning, Python, TensorFlow",AWS,8.18,1.0,2,AI Engineer
B.Tech,Electronics,"AWS, Azure, Docker, Git, Kubernetes, Linux, PHP, TensorFlow",PMP,8.38,1.0,2,DevOps Engineer
M.Tech,Data Science,"AWS, Deep Learning, Java, Machine Learning, Python, SQL, TensorFlow",Azure,7.97,1.0,4,Data Scientist
B.Tech,Electronics,"Docker, Git, Kubernetes, Linux",Cisco,7.94,1.0,4,DevOps Engineer
M.Tech,Computer Science,"Machine Learning, Python, SQL, TensorFlow",AWS,8.35,1.0,7,Data Scientist
B.Tech,Computer Science,"Docker, Git, Java, JavaScript, React",None,7.65,2.0,5,Frontend Developer
BCA,Computer Science,"C++, Git, Java, JavaScript, PHP, Python, SQL",None,7.74,0.0,3,Software Developer
B.Tech,Information Technology,"Azure, Machine Learning, Node.js, Python, SQL",,8.27,2.0,5,Data Scientist
B.Tech,Computer Science,"Git, Java, Python",None,6.96,2.0,3,Backend Developer
B.Tech,Computer Science,"Azure, Docker, Kubernetes, Linux, Python, TensorFlow",AWS,6.94,1.0,2,DevOps Engineer
M.Tech,Electronics,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python",AWS,7.53,2.0,3,DevOps Engineer
M.Tech,Information Technology,"AWS, Docker, Kubernetes, Linux, Python",Azure,7.58,1.0,2,DevOps Engineer
BCA,Computer Science,"Git, Java, MongoDB, Python, SQL",None,7.97,1.0,3,Backend Developer
B.Tech,Computer Science,"AWS, Azure, Docker, Linux",Azure,8.74,3.0,3,Cloud Engineer
MCA,Computer Science,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",None,,1.0,4,Data Scientist
B.Tech,Information Technology,"Azure, C++, Python, SQL, TensorFlow",Cisco,7.78,3.0,5,AI Engineer
B.Tech,Computer Science,"Git, Java, MongoDB, SQL",AWS,7.5,0.0,2,Backend Developer
M.Tech,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, PHP",Google Cloud,7.6,1.0,3,Cloud Engineer
B.Tech,Computer Science,"AWS, Azure, Deep Learning, Linux",Google Cloud,7.27,1.0,3,Cloud Engineer
M.Tech,Information Technology,"C++, Deep Learning, Linux, Machine Learning, Python, SQL, TensorFlow",None,9.0,3.0,1,AI Engineer
M.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux, TensorFlow",AWS,8.19,2.0,4,Cloud Engineer
